ID1	APPLY_P_00	APPLY_P_01	APPLY_P_02	APPLY_P_03	APPLY_P_04	APPLY_P_05	APPLY_P_06	APPLY_P_07	APPLY_P_08	APPLY_P_09	APPLY_P_10	APPLY_P_11	APPLY_P_12	APPLY_P_13	APPLY_P_14	APPLY_P_15	APPLY_P_16	APPLY_P_17	APPLY_P_18	APPLY_P_19	APPLY_U_00	APPLY_U_01	APPLY_U_02	APPLY_U_03	APPLY_U_04	APPLY_U_05	APPLY_U_06	APPLY_U_07	APPLY_U_08	APPLY_U_09	APPLY_U_10	APPLY_U_11	APPLY_U_12	APPLY_U_13	APPLY_U_14	APPLY_U_15	APPLY_U_16	APPLY_U_17	APPLY_U_18	APPLY_U_19	APPLY_D_00	APPLY_D_01	APPLY_D_02	APPLY_D_03	APPLY_D_04	APPLY_D_05	APPLY_D_06	APPLY_D_07	APPLY_D_08	APPLY_D_09	APPLY_D_10	APPLY_D_11	APPLY_D_12	APPLY_D_13	APPLY_D_14	APPLY_D_15	APPLY_D_16	APPLY_D_17	APPLY_D_18	APPLY_D_19	REGISTER_P_00	REGISTER_P_01	REGISTER_P_02	REGISTER_P_03	REGISTER_P_04	REGISTER_P_05	REGISTER_P_06	REGISTER_P_07	REGISTER_P_08	REGISTER_P_09	REGISTER_P_10	REGISTER_P_11	REGISTER_P_12	REGISTER_P_13	REGISTER_P_14	REGISTER_P_15	REGISTER_P_16	REGISTER_P_17	REGISTER_P_18	REGISTER_P_19	REGISTER_U_00	REGISTER_U_01	REGISTER_U_02	REGISTER_U_03	REGISTER_U_04	REGISTER_U_05	REGISTER_U_06	REGISTER_U_07	REGISTER_U_08	REGISTER_U_09	REGISTER_U_10	REGISTER_U_11	REGISTER_U_12	REGISTER_U_13	REGISTER_U_14	REGISTER_U_15	REGISTER_U_16	REGISTER_U_17	REGISTER_U_18	REGISTER_U_19	REGISTER_D_00	REGISTER_D_01	REGISTER_D_02	REGISTER_D_03	REGISTER_D_04	REGISTER_D_05	REGISTER_D_06	REGISTER_D_07	REGISTER_D_08	REGISTER_D_09	REGISTER_D_10	REGISTER_D_11	REGISTER_D_12	REGISTER_D_13	REGISTER_D_14	REGISTER_D_15	REGISTER_D_16	REGISTER_D_17	REGISTER_D_18	REGISTER_D_19
918	45	85	45	64	62	110	79	60	55	57	65	91	104	141	143	133	124	128	67	69	7	4	11	8	15	7	1	1						1							56	64	46	32	40	19	21	12	16	15	12	7	7	1	9	10	29	18	22	32	50	40	38	53	70	73	97	94	26	17	26	44	72	103	121	92	92	97	67	35	19	12	16	9	22	12				1						1					8	61	51	52	48	23	25	7	15	18	7	1	17	8	4	6	20	21	22	27
919								2	1	1	2																	3	1																													1											1																				1	1	1																													
920																									3																				5															1																									3																					5														1
921	3	2	2	3	2	5	6	12	8	9	2	4	4	11						2	2	2	3				1															4	1									2	21		1		1						1			2	3	5	5	3	3	4	2	1	4	1				3	5	1	5				1																4										1	8	8	2		1		
922	6	4	6	1	2			3	2	2		1	2	2		2	2	2																																											1	1	2	6	1	4		1			3			1	1	1	1	1																																										
923	1	1			1	2		2	1		1	1	8	3	1	1	1	1	1	1		2	1																			1	1																						2			1		2		1		1	10		1		1	2			2	1																			1	1																
924																																																																																																																								
925																																																																																																																								
1006																																												1						5					2																																																								5									
1010																																																																																																																								
1017																																																																																																																								
1020																	2																																																																																																							
1021	1																																																																																																																							
1022		2				1		1	1	2	6	7	5	15	15	11	29	17	19	4																	1																												1						1	1	2	3	1	4	13	11	19	2																																								
1024															10		3	2	3	1																																																										2	3	4																																				2				
1025													1																								1																																				1																																															
1026				2	2		1	1		3	1				2	1	1								1	2	3	1	6	2			2	1	1										1	1			4	2	5	2		1			1									2	2	1	1		1	2	1					3								2	3		1	3	2	1		1	1											1	1			3	2	4	2	1	1					
1027		1			3	4	2	8	2			1		1	2					1					4		1																2																						1		4	2	3	1	1			1				1							3	1	1																	2																
1028									1	1			1			2	1		1	8																																																									1		1																																									
1029																																																																																																																								
1030																1	2																2																				1																									2																																										
1031						1		2	2								1		1							1																																									1				1								1								1																																	
1033		5		1		3		1																		2																																					1	4	1	1	1			1																2																																		
1034						4	1		1	1	4	2			1			2	1	1						5	1				1																																				2	1			1	2	2	1		1		1	1	1						3	3																																	
1035																																																																																																																								
1036						1	1	2		1	3	5	6	4			3	10	9																																	1																1	1		1		2	6	6	1			9																																									
1037										1		1		2	3		4	1	2	1																																		2	1			1	1																2	2			2																																				3				1	
1038						1	1										5																																																		1										4																																											
1039	3	6	39	51	48	53	52	61	66	132	151	142	161	109	108	40	51	54	76	80	4	2		1			1																														1			1	1		1		17	37	88	49	28	25	30	66	89	81	49	58	49	32	76	126	2	4			1		1																														1			1
1040	66	2	21	49	54	59	15	31	11	72	138	211	123	47	54	35	52	62	124	348	1		4	6								1																		12						3			1	1	46	55	42	30	14	18	43	32	13	51	47	183	110	36	49	63	50	28	124	266	1	13	8	7	5								1																		7	5					3		1	
1042																																																																																																																								
1045								1				4	1				1						1																																																			3	1		1						1																																					2
1046																																																																																																																								
1101	1	2	4		2		4	1					5	3	2	2	1	3	2	2			1				7																				7	3				1												2	1	3		3	1					1		3	4		2								6										1										6	2	2				1							
1108	2	8	5	1	23	24	14	2	4	7	8	3	7	13	8	6	6	10	6	1	1		3	4	1																													1							2	3	5	3	1	3	27	7	5	2	1	6	6	2	5	2	6	4	6	1	3	3	2	4	2																																			
1115	1						19	4		1	2			4			1	1	1	8																																											2				14	4	1			1		2	2		1	1	1	5																																								
1122																																																																																																																								
1125	1	4	2			3	16	7	1	2	4	6	4	3	3	1		2	2	3	4	1	1	3	3										1	1																											2		2	3	15	4	3	1		2	3	3	2	3	2		2	2	4	3	1	3	3											1																								
1127	30	14	8	11	23	20	34	57	76	129	165	186	250	180	103	8	88	38	14	2	5			1	2	1	1														4	2	25				1	17	8	9	9											1	2	3	22	57	47	40	31	10	46	50	100	134	114	67	46	24	14	1	5			1	2		2														2	5	14	11				4	14	14		6	3							
1133								2	5	3	3	3	18	20	12	11	12	7		6																													1			2																		1	2	1	6	7	10	9	8	1		3																														1			1	1						
1134		2	1							1												2	1							2	1																																	2																		2	1							1																														
1137	1	1	1			2		1					3	2	1	4	4	1			1																																									1		1	1			1			1			1	2			1		1		1																																						
1138							5	5	11	7	14		6	23	14	6	8	12	5	6																																		2	1														6	1	12	9	10	3	4	8	5	3	5	11		1																																	2	1				
1140	1				1									1																																								1		1																																																										1		1				
1141		5						1	4	3	3	2	3	4	3	3		3	2	6																																													1		2			5	3	1	3	1	5		1	1	2	34																																								
1142																																																																																																																								
1143									1			1																	1																				4						4																	1		1																	1																			4					4					
1144			2	2						2														1				1					1																5	3			1																			2												1					1																				3	2	2									
1201	3	1	1	2	2		1	3			1					3	1		1			1																																								1	1	2		2	1		4									1	1			1																																						
1202		1		1	4	11	6	8	2	9	6	7	19	6	3	6	11	4	8	8	1	4				3	4	3		1	1											7			4	1	4	14	5	12	1	1	19	13	10	1	6	3	3	18					1	1	7	12	1	4	1	6	8	10	4	5	3	3	8	8	1	3	1			3	3	1		2			1										7		4		1	5	12	2	13	2	2	19	13	10	2	7	3	19
1203			3	5	12	11	16	20	44	50	56	67	85	92	108	103	71	86	56	87				7	9	18	30	34	14	26	16	32	24	21	13	8	11	3	6	2				21	1	5	3	14	19	11	20	15	10	18	3	9	2	6	14	10		1			3	3	7	12	9	12	14	52	55	67	72	56	67	74	56	87			3	4	5	9	27	2	16	12	9	19	10	23	17	11	8	8	6					1	19	1	2	6	14		23	13	24	12	20	2	8	2	14	10
1204	2	4	1	7	11	5	31	11	17	15	19	20	24	5		31	22	46	27	42			1																		1																					1	2		1	1	14	13	12	1	2	10	19	17	11	1	14	16	27	22	1		1																		2		1																	
1205	2	1	2	2	4	5	1	1	2	5	10	3	3	3	2	1	1			2																																									3	2	3	1	1	3	6	3		1		7	7	3	4		1																																											
1206				2	1				5	8	12	12	10	11	8	1	9	9	11	3													3				1		1																											1					7		6	11	6	6	7	3	11	7																			1																					
1207			1			5	3	12	11	15	14	9	12	13	5	1	6	7	6	8		1		2		4	5	1		2														1		5	2	3		5	2	3	3	1	1	4	3	3	3	5					1	1	1	2	6	10	5	7	9	8	4	2	2	3	6	5		1		2		3	6			1		1													1	1		2	3	1	1	4	2	3	1	2	5	1	3	3
1208																																																		2								3	3																																																			2									3	
1209								1	2		2		3	2				1	1	2				2	3	9																																											2		2		1	1	3	1			1	3				2	2	6	4																																	
1211																																																																																																																								
1212										2	1		2			1			1																																																				2	1		2				1	1																																									
1213							3		1	1																																																										2				2																																																
1214							3	1		1					2	2	2	1	1	1							1																																									1	2	1						2	1	1	1								1																																	
1215																																																																																																																								
1216		5	82	66	35	26	24	10	20	19	38	24	35	43	38	6	7		6	1					6	3	3	1																				1					6	1	4	1	1			2									8	5	7	12	20	27	31	21	30	11	6																														1					4	3	3	3			2
1217	1				2		1		2		1		1	1	2	3	1	1						2																				1		1			1		1		3		1	2					2						1	1	1		1			1		1	2	3							2																				1	1			1		1					1	2			
1218		1				1			2	1	1	1	1		3											3	1	2																					1															1			1			1			1		1		2				1					2	2			1																			1											
1219													1																																																													1																																														
1220													1																																																																																																											
1221						15			8	1	2	11	1	8	5	7	1		1																														1																		2	10			2	4	3	4	3	4	9	1	1																																1									
1222				1	1	3	1	10	8	15	11	10	5	6	3	1	1	2	4	2	3		1	3		2	2	1					1								1		1	2				18				6	1														2		5	1	11	6	9	8	1	4	5	1	4	4	3		1	3		2	2								1						3				2				18				4	2	1					
1224																																																																																																																								
1225				1																																																																																																																				
1226				8	1	2	2	17	5	3	2	7	5	20	8	4	13	6	9	2	2		1			3	7		1						2																																3	1	3	3	1	1	5	8	8	10	2	7	9	4				1		3	5	1	1		1						1																							
1227										2											1																				1																													2												1																					1																	
1229		1	1	2	1	1		2	2	1	11	7	7	10	9	16	9	11	8	8			1	2			2			1	4	1						1		2						1	3				2	2			3	2	1		1	12			1	1	1		2			1	1	1	10	8	7	8	6	9	8	3			1	1	1		2						3	1													1	3				2		2		2	2	1	1	15
1230		2				1				1		2	2		4	2	2	4	1	1						2																		2								7	3												2			1					2	2		1	2	2	1							1																			2							6	1	3						
1231		1	1			3		2	4	3	1		1		1	1	1	5	1	4		1	1																								1						3												1	1		2	1	1		2	1		1			1	1	1			1	1																								1							3					
1232						2	1	1		2			3	1	1											2																																													1	2	3			1										1																																		
1233	2			2	7	2	1		5					2	6		1		1						1	1	1		1																	13	2	14															1			2	2	1								6	3		1				1		1		2														1						13	10	2											
1234	1	1						3		2	1	3		2		1	5	3	1		6	3	9		2	1	3														1		5		1		1	2		1													2		1				3			1	1	4	2				1		9	4	11	3	2	1	3														4			2	3			3				1								
1235				1		4	2	1		5	9	4	5		3	6	6	13	4	7		3		1	3	3	6	1		3	1	1		1																																	2	2		2	1	2	5	7	2		1	4	4	8			1	1	2	4	5	1	1		1	1	1		1																									
1236													1																																																																																																											
1237				3	3	2	1				1	8	5	3	1	11	23	27	18	20			2	3	2	1				2																									2		1	1	1							1	5							5	1	3	10	13	18	26				4	3																																	1	1	
1238	1	2				3	2	12	10	7	12	3	6	14	9	23		2		1	1	2					3							2																	1														2		1	2	1	3	7		16	4	11	11	14	3		1	1		2				3																								1									
1239						1		2	1	3			2	2		3	8	2	3							1	1				1																				3							1											3	1	2			1	3	1	1	2	3								2																								3									
1240				2		1	3	5	5	5	1	4	1	2	1										1																								2	3				4												1		1	4	4		5	5	1	1	1									1																									2		1		1						
1241					1				1													1						1																				1																							1																			1																			1											
1242																																																																																																																								
1243																																																																																																																								
1244															1									1																				1																																								1																					1															
1245	4	1	2		3	1	1	6	3	1		5	8	8	6	5	1	4	1	5	2	2							2	3		1					1		1		1	6							2	2		6	2	1	1	4	1					1		1	1		2	3	1	2	1	2	1	4	8	1	4	6	1	2	3	5											2	1					1		1	1	5	1						2		2	5	2	2	3	2	1		
1246											1	2	1	2	1		3	2	1	1												2																																									1	1	1		3		1	1		1																																						
1247										3					1	1				1															1																																				3																									1																								
1248											5	4		2	2	4	4	3	2	2																																																					3	1		3	1	2	2	2																																								
1249																1																																																													1																																											
1250	1		2	5	1	1	3	9	11	6	6	2	46	21	42	34	35	39	2	16						2	1	3	1	7	2		14	1	1											2		1	1	3	3					1						1	3		1	1	2	3	6	4	7	6	1	15	32	19	31	13	2	10						2	1		1	2			8	3	6	1										2		1	1		1	3	2				1			
1251						4	1	4			1			2	3	2	1	4	1	1						4	1											1																													1	2	3	1			1			1	3	1	1	2						1	2													1																				
1252						2						1	1				10	1																																								1									2						1		1			5																																										
1253																																													1																																																												1															
1301																				1																																																																																																				
1303		1			1				2	2		1		2	4	1	1	1				1	2				1		1	1	1		3				1		1																		1							1		1					2	1	1	1	2	1	2			1		1	2				1			1	1		1						1																			1		
1304					1	1	2	5	1	13	5	8	5	3	3	2	2	2	3					1	1	3				2	4	1	1			1					1	5	5	4	48	51	24	34	39	8	28	21	19	8	10	17	10	20	17	15								4		3	1	7	8	5	3	3			3	2				1	1	3						3	1	2				1			3		5	5	11	40	32	30	30	26	10	23	29	18	16	9	14	7	17	8
1305					2		6	4	2	15	11	6	1	2	2			2		1						1	1					1	1	2												1	1	1										2	2	1							1	1	6		2	5	14							1							2						2		1												1	1	1										2	
1306	7	1	1	5	2	67	167	32	24	25	27	20	13	12	16	1	2			2	1	18	3	2		3	2	1													1					1						1										2	1		3	11	100	71	13	16	12	17	23	13	11	9	3	4		6	1	1	20		2	3	2															1					1							1						
1307	11	1	4	4		3	5		3		3	2	3	2	5	4	8	2	2	2	25	1	2				1																																		14	14	26	1	3	1	1	6		1		1	1	3	2	2	5	2	2		22	20	3																																					
1308								2		2	2			2	1	3	2	3																															1								4	3	7										1			1	2	1	1	1	3																																1								4	11	7	
1309							1	4	2			2	2	1	2		2		1																																					1	1												3		2	1	1	2		1	2		1																																						1			
1310						5																																																																																																																		
1311																																																																																																																								
1312																																																																																																																								
1313			1			4	4	3		5												2				1																3				1		1																			2	2		4	2												2				1																	3			1	1												
1314			5																				1																																																												1																																					
1315																																																																																																																						9		
1316																																																																																																																								
1317																																																																																																																								
1318		1	2	9	6	7	8	2	5	5	2	2	7	5	3	10	15	35	9			2	1	11	12	6	2	2	5	2											2	7	3	1	4	1	5	5	6	8	2			4		4		3	2		1	1		2	1	4	10	8	1	1		2	3	4	2	3	1	7	9	2	1		3	6	12	9	2			2		2	1	1							1	3	5	4	2	3	1	9		2	4	9			4		2	1	2	
1319						2						4										1		3																																											2					4										1			3																																			
1320					1		2				1				1																																																				1	2				1					1			2																																								
1321							1	1	3	4				1	4	2																																	4						2													1			2	2	2	1	1	4	1																																4							2				
1322					5		4	2	1		2	2					2		1	11																																														1	3	2	2	1			1	3					1	10																																								
1501																																																																																																																								
1502			1	1										1				2	1																																															2									1			1	1																																									
1503		6	1	1		1	2	3	4	1	1	3	2	2	4		1	2	3	1		11	3		2	1																10	3			3	2			4				1	2		1		3			1		3	1	1	1	2	1		1	3	2		1		3	1	3	2		10	3	1	1	2															2		8	2		2	1	2				4			1			1	3	
1504																																																																																																																								
1505																																																																																																																								
1506			1						1		1		2	1																																																				1						1	1		2	1																																												
1507																																																																																																																								
1508															1																																								6			1																		1																																								6				
1509		1										1																																																		1										1								2																																								
1510																																																																																																																								
1511													1		2		4	2	3	3																																																					1				2		3	2																																								
1512	26	13	17	9	23	22	19	20	19	6	29	27	24	19	26	51	50	38	39	5																																						1	1			1	12	8	10	13	25	19	21	4	7	16	12	17	10	4	19	34	39	16																																							1	
1513	1			1			2	2	1	2	13	12	10	9	12	9	10	10	3	10	1			1		4	2					1																															1					1	1		1	4	8	4	6	4	3	3	3	4	1			1			6																																	
1514						1		1		1	1																																			1																						1						1																																1														
1515										3	4	3		1	8	15	11		3																							1										3	2				2														2	2	1	3	1		1	1	3																																		3	2			2			
1516	123	100	47	12	132						1	4	3	7	7	5	9	13	3	16	17	32	67	42	48		2														18	67	33	1	83													3	1		96	17	18	17	32	7	53	35	4				1		4	1	1	2	3	9	104	49	60	62	41	15	2														8	30	41	49	44	46												2	1	
1517		1							3	4	1	6	3	4	4	5	9	1	4	2																																											1							2	3		3	1	2	3	4	7	4	2																																								
1518									1				1							2																																																			1				1																																													
1519	2	3	1						2	1			1	4	8	1	2	5		2	1	2		2																														1										1	1		1					1	1			6	2	2		4	2	3		2																																				
1520																																																																																																																								
1521	8		7	1		1	8	7	3	10	18	11			1		5	4	4	10	7	1	5	1			3																																		3	1	5	5	4	3	2	6	1	5	6	15	12	2	1			3	4	8	6	3	4	2			2		1																															
1522	1	5	1	3		49	57	17	28	41	32	51	37	65	71	69	63	163	222	200	18	26	40	9	15	191	177	22	11																	1					6				3				10			1	1	1	1	3	1	69	14	8	15	34	35	27	49	38	34	46	222	147	1	33	40	18	13	73	297		5	11	6																1					2	4			2			10	
1523																	1																																																																																																							
1524								2						1	1	1				1																																			1													1	1							1	2			1																																				1				
1525												2	2	6	9	9	3	14	4	8																																																						4	3	2	9	3	4	2																																								
1526				1	2	6	9	1			3	7	7	2		4	5								2		2				1	1	1													1		8		5			2			9											5	5	5	1		2	2	3	1		3	5							1	1	2					1	1														1	5	2	1	5		2				9			
1527									9					3	6	6	2			3																	3																																		5	2			2		4																																											
1528															1																																																													1																																												
1529		1						1			2	1					1	1																												2	1	1					5				2												1						2		1																														3	1					5					2		1
1701														1																																																														1																																												
1702	6	3	5	1	2	8	12	7	5	3	2	5	3		3	5	4	14	8	9	1																																								4	4	1	1	3	2	3	11	9	2	1	2	1	6	2	2	4	5	8	9		1																																						
1703	1	1			1	5	4		2	16			2	1	5	7	6																																				3							24			1				1	3	3	1		7	7			2	5	3																																				3						8
1704																				3																																																																																																				
1705													1																																10								8	15	18	18	23	14	15	15																																													10									18	23	3	24	10	15	13
1706											2					3	4	2	2																																							3	2	1													1				2		2	1																																							2	5
1707																																																																																																																								
1708																																																																																																																								
1709													1																																																					2									1																																													
1710																				1																																																																																																				
1711																																																																																																																								
1712																																																																																																																								
1713	2	2			6	16	27	34	36	20	20	15	25	20	43	36	23	30	9	29						2	1	12	6	1																																		1		2	11	15	18	20	21	8	3	13	16	19	10	10	9	24						2	1			6	2	3	2	1																										
1714															1		2	1																																													1		1													2																																										
1715	1		2	1										1	8	1	6																																															1		1											2																																											
1716	5	4	9	14	24	12	9	18	25	45	23	26	28	31	17	28	29	29	4	45	3				1	5		1	3	1	6	5	1		1	1	1		1							1							1								2	3	3	2	4	15	18	18	9	13	9	29	26	27	14	15	12	9	4	14	12	3	1			6						1	3						1		1	1				1									1					
1717																																																																				1	2	1				3	2																																													
1718					4	2	1		1	2	1	2	4		7	11	7	6	3	8									1																																						1	5				1	2	3	5		6	2	3	4										1																														
1719							1	1			1		5	3	1	3	5		1								1																					2			1		4	2	1													1	1			4		1	5	1		5	1								1																					1				1		3		1				
1720																																																																																																																								
1721	10	3	3	4	4	1	1		4	16	1	6	105	101	102	92	63	56	19	55																																										1	4	1	3	2	5		1		2	6	8	14	80	30	40	17	19	45																																								
1722			2		2	11	2	16	19	17	17	17	27	9	15	13	5	5	4									1																				1					3									1	2		2	1	2	4	4	3	3	4	11	14	22	23	14	18	4																													1												
